序号,中文名,外文名,GitHub仓库,已归档,Star数,Fork数,更新时间,许可证
334,**南京大学**,*Nanjing University*,[:simple-github: GFrankenstein/<br>NJU-Thesis-LaTeX-Template](https://github.com/GFrankenstein/NJU-Thesis-LaTeX-Template),:unlock:,25,9,:material-update: `2015-01-13`, 
335,**华东师范大学**,*East China Normal University*,[:simple-github: QiushiSun/<br>ECNU-Undergraduate-Thesis-Template-2022](https://github.com/QiushiSun/ECNU-Undergraduate-Thesis-Template-2022),:unlock:,25,8,:material-update: `2022-04-22`,:material-license: `BSD-2-Clause`
336,**（德国）慕尼黑工业大学**,*Technical University of Munich*<br>(Technische Universität München),[:simple-github: MichaelGrupp/<br>TTT](https://github.com/MichaelGrupp/TTT),:unlock:,25,7,:material-update: `2017-11-26`,:material-license: `WTFPL`
337,**（伊朗）哈杰·纳西尔丁·图西理工大学**,*Khajeh Nasir Toosi University of Technology*<br>(دانشگاه صنعتی خواجه نصيرالدين طوسی),[:simple-github: msinamsina/<br>kntu-thesis](https://github.com/msinamsina/kntu-thesis),:unlock:,25,4,:material-update: `2024-03-30`,:material-license: `GPL-3.0`
338,**武汉大学**,*Wuhan University*,[:simple-github: yaochenzhu/<br>whu-rsie-master-thesis](https://github.com/yaochenzhu/whu-rsie-master-thesis),:unlock:,25,2,:material-update: `2022-05-19`,:material-license: `MIT`
339,**南京林业大学**,*Nanjing Forestry University*,[:simple-github: iamty/<br>thesis-NJFU](https://github.com/iamty/thesis-NJFU),:unlock:,25,1,:material-update: `2023-01-09`,:material-license: `LPPL-1.3c`
340,**（智利）费德里科圣玛利亚理工大学**,"*Federico Santa María Technical University*<br>(Universidad Técnica Federico Santa María, UTFSM)",[:simple-github: autopawn/<br>tex-thesis-template](https://github.com/autopawn/tex-thesis-template),:unlock:,24,26,:material-update: `2023-04-06`, 
341,**上海财经大学**,*Shanghai University of Finance and Economics*,[:simple-github: sijichun/<br>sufethesis](https://github.com/sijichun/sufethesis),:unlock:,24,10,:material-update: `2017-12-10`, 
342,**南京大学**,*Nanjing University*,[:simple-github: solrex/<br>njuthesis](https://github.com/solrex/njuthesis),:unlock:,24,10,:material-update: `2018-06-23`, 
343,**台湾大学<br>（國立臺灣大學）**,*National Taiwan University (NTU)*,[:simple-github: shaform/<br>ntu-thesis](https://github.com/shaform/ntu-thesis),:unlock:,24,6,:material-update: `2016-04-08`, 
344,**河海大学**,*Hohai University*,[:simple-github: Vitzron/<br>HHU-thesis](https://github.com/Vitzron/HHU-thesis),:unlock:,24,2,:material-update: `2021-08-16`,:material-license: `GPL-3.0`
345,**厦门大学**,*Xiamen University*,[:simple-github: kirainmoe/<br>xmu-thesis-latex-template](https://github.com/kirainmoe/xmu-thesis-latex-template),:unlock:,24,2,:material-update: `2022-05-10`,:material-license: `MIT`
346,**北京大学**,*Peking University*,[:simple-github: wongsingfo/<br>pku-grad-thesis](https://github.com/wongsingfo/pku-grad-thesis),:unlock:,24,2,:material-update: `2022-05-15`, 
347,**中国地质大学（武汉）**,*China University of Geosciences*,[:simple-github: zguoch/<br>cugthesis](https://github.com/zguoch/cugthesis),:unlock:,24,2,:material-update: `2021-05-13`,:material-license: `MIT`
348,**重庆邮电大学**,*Chongqing University of Posts and Telecommunications*,[:simple-github: lusccc/<br>cqupt-thesis](https://github.com/lusccc/cqupt-thesis),:unlock:,24,0,:material-update: `2021-02-08`, 
349,**（美国）罗格斯大学**,*Rutgers University*,[:simple-github: rucsgss/<br>thesis](https://github.com/rucsgss/thesis),:unlock:,23,16,:material-update: `2019-11-10`, 
350,**（德国）达姆施塔特工业大学**,"*Industrial University of Darmstadt*<br>(Technische Universität Darmstadt, TU Darmstadt)",[:simple-github: JeyRunner/<br>tuda-typst-templates](https://github.com/JeyRunner/tuda-typst-templates),:unlock:,23,4,:material-update: `2025-01-24`,:material-license: `MIT`
351,**杭州电子科技大学**,*Hangzhou University of Electronic Science and Technology*,[:simple-github: dcpnonstop/<br>HDUthesis](https://github.com/dcpnonstop/HDUthesis),:unlock:,23,3,:material-update: `2018-10-19`, 
352,**天津大学**,*Tianjin University*,[:simple-github: songxiaolin2009/<br>tjuthesis_xelatex_template](https://github.com/songxiaolin2009/tjuthesis_xelatex_template),:unlock:,23,3,:material-update: `2021-12-10`, 
353,**云南大学**,*Yunnan University*,[:simple-github: Astro-Lee/<br>YNU-thesis-bachelor](https://github.com/Astro-Lee/YNU-thesis-bachelor),:unlock:,23,2,:material-update: `2025-03-07`,:material-license: `MIT`
354,**上海科技大学**,*ShanghaiTech University*,[:simple-github: Kexin-Zhang-UCAS/<br>ShanghaiTechThesis](https://github.com/Kexin-Zhang-UCAS/ShanghaiTechThesis),:unlock:,23,2,:material-update: `2018-07-24`, 
355,**中南财经政法大学**,*Zhongnan University of Economics and Law*,[:simple-github: ToryDeng/<br>ZUEL-Thesis](https://github.com/ToryDeng/ZUEL-Thesis),:unlock:,23,2,:material-update: `2023-01-04`,:material-license: `GPL-3.0`
356,**深圳大学**,*Shenzhen University*,[:simple-github: clinyong/<br>latex-szu](https://github.com/clinyong/latex-szu),:unlock:,22,14,:material-update: `2018-11-13`, 
357,**清华大学**,*Tsinghua University*,[:simple-github: xueruini/<br>thuthesis](https://github.com/xueruini/thuthesis),:unlock:,22,11,:material-update: `2020-05-29`, 
358,**（孟加拉国）布拉克大学**,"*BRAC University, BracU*<br>(ব্র্যাক ইউনিভার্সিটি)",[:simple-github: kastnerp/<br>ElegantThesisLaTeX](https://github.com/kastnerp/ElegantThesisLaTeX),:unlock:,22,9,:material-update: `2024-09-08`,:material-license: `MIT`
359,**上海师范大学**,*Shanghai Normal University*,[:simple-github: andy123t/<br>shnuthesis](https://github.com/andy123t/shnuthesis),:unlock:,22,7,:material-update: `2024-11-16`,:material-license: `MIT`
360,**中山大学**,*Sun Yat-sen University*,[:simple-github: chungkwong/<br>sysu_thesis](https://github.com/chungkwong/sysu_thesis),:unlock:,22,7,:material-update: `2018-02-23`, 
361,**湖南大学**,*Hunan University*,[:simple-github: Jeffrey28/<br>HNU_DoctoralThesis_Latex](https://github.com/Jeffrey28/HNU_DoctoralThesis_Latex),:unlock:,22,2,:material-update: `2024-02-26`, 
362,**中山大学**,*Sun Yat-sen University*,[:simple-github: irenier/<br>sysuthesis](https://github.com/irenier/sysuthesis),:unlock:,22,2,:material-update: `2024-12-29`,:material-license: `BSD-3-Clause`
363,**（英国）格拉斯哥大学**,*University of Glasgow*,[:simple-github: sdstrowes/<br>Glasgow-Thesis-Template](https://github.com/sdstrowes/Glasgow-Thesis-Template),:unlock:,21,14,:material-update: `2015-11-20`, 
364,**浙江工业大学**,*Zhejiang University of Technology*,[:simple-github: yyz98799/<br>zjutthesis](https://github.com/yyz98799/zjutthesis),:card_box:,21,14,:material-update: `2022-08-09`, 
365,**兰州大学**,*Lanzhou University*,[:simple-github: JChrysanthemum/<br>LZUThesis2020-PgD-PhD](https://github.com/JChrysanthemum/LZUThesis2020-PgD-PhD),:unlock:,21,11,:material-update: `2021-05-11`,:material-license: `AGPL-3.0`
366,**（美国）俄亥俄州立大学**,*The Ohio State University*<br>(The Ohio State University),[:simple-github: swarnendubiswas/<br>ohio-state-coe-dissertation-template](https://github.com/swarnendubiswas/ohio-state-coe-dissertation-template),:unlock:,21,10,:material-update: `2020-03-20`, 
367,**大连理工大学**,*Dalian University of Technology*,[:simple-github: whufanwei/<br>DLUT_XeLaTeX_Template_for_Maste](https://github.com/whufanwei/DLUT_XeLaTeX_Template_for_Maste),:unlock:,21,10,:material-update: `2022-07-22`, 
368,**西安交通大学**,*Xi'an Jiaotong University*,[:simple-github: leekunhwee/<br>XJTU_Thesis_LaTeX_2021](https://github.com/leekunhwee/XJTU_Thesis_LaTeX_2021),:unlock:,21,7,:material-update: `2021-09-29`, 
369,**华东师范大学**,*East China Normal University*,[:simple-github: programokey/<br>ECNUUndergraduateDissertationTemplate](https://github.com/programokey/ECNUUndergraduateDissertationTemplate),:unlock:,21,7,:material-update: `2018-04-17`, 
370,**电子科技大学**,*University of Electronic Science and Technology of China*,[:simple-github: JosephChenHub/<br>UESTC_thesis_XeLaTeX](https://github.com/JosephChenHub/UESTC_thesis_XeLaTeX),:unlock:,21,6,:material-update: `2018-03-06`, 
371,**山东大学**,*Shandong University*,[:simple-github: arisukawa/<br>SDU-Latex-Template-for-dissertations](https://github.com/arisukawa/SDU-Latex-Template-for-dissertations),:unlock:,21,5,:material-update: `2021-09-07`, 
372,**（埃及）艾因夏姆斯大学**,*Ain Shams University*<br>(جامعة عين شمس),[:simple-github: MohamedAliRashad/<br>Graduation-Project-Book-Template](https://github.com/MohamedAliRashad/Graduation-Project-Book-Template),:unlock:,21,4,:material-update: `2022-05-28`, 
373,**上海大学**,*Shanghai University*,[:simple-github: bowenivich/<br>SHU-Bachelor-Thesis-Template](https://github.com/bowenivich/SHU-Bachelor-Thesis-Template),:unlock:,21,4,:material-update: `2019-04-16`, 
374,**香港大学<br>（香港大學）**,*University of Hong Kong (UHK)*,[:simple-github: guanyingc/<br>HKU-PhD-Thesis-LaTex](https://github.com/guanyingc/HKU-PhD-Thesis-LaTex),:unlock:,21,3,:material-update: `2022-03-16`, 
375,**（希腊）帕特雷大学**,*University of Patras*<br>(Πανεπιστήμιο Πατρών),[:simple-github: tsikup/<br>ece-upatras-thesis-template](https://github.com/tsikup/ece-upatras-thesis-template),:unlock:,21,3,:material-update: `2018-10-30`,:material-license: `MIT`
376,**（澳大利亚）昆士兰科技大学**,*Queensland University of Technology*,[:simple-github: hbristow/<br>quthesis](https://github.com/hbristow/quthesis),:unlock:,20,11,:material-update: `2017-06-09`,:material-license: `BSD-3-Clause`
377,**杭州电子科技大学**,*Hangzhou University of Electronic Science and Technology*,[:simple-github: hduffddybz/<br>HDU-thesis](https://github.com/hduffddybz/HDU-thesis),:unlock:,20,10,:material-update: `2016-10-29`, 
378,**（俄罗斯）莫斯科罗蒙诺索夫国立大学**,"*Lomonosov Moscow State University*<br>(Московский государственный университет имени М.В.Ломоносова, MSU)",[:simple-github: SweetVishnya/<br>msu-thesis](https://github.com/SweetVishnya/msu-thesis),:unlock:,20,6,:material-update: `2021-07-05`, 
379,**武汉大学**,*Wuhan University*,[:simple-github: csarron/<br>bsThesisWHU](https://github.com/csarron/bsThesisWHU),:unlock:,20,6,:material-update: `2015-05-16`,:material-license: `MIT`
380,**西安交通大学**,*Xi'an Jiaotong University*,[:simple-github: DylanXie123/<br>Thesis-Template-for-XJTU](https://github.com/DylanXie123/Thesis-Template-for-XJTU),:card_box:,20,5,:material-update: `2020-11-02`,:material-license: `GPL-3.0`
381,**台湾中正大学<br>（國立中正大學）**,*National Chung Cheng University (CCU)*,[:simple-github: anlit75/<br>CCU-Thesis-LaTeX-Template](https://github.com/anlit75/CCU-Thesis-LaTeX-Template),:unlock:,20,5,:material-update: `2025-01-25`,:material-license: `MIT`
382,**南京理工大学**,*Nanjing University of Science and Technology*,[:simple-github: packyan/<br>NJUST_Master_Thesis_Latex_Template](https://github.com/packyan/NJUST_Master_Thesis_Latex_Template),:unlock:,20,5,:material-update: `2020-08-21`, 
383,**西北大学**,*Northwestern University*,[:simple-github: Nat-Sci/<br>NWU-dissertation-template](https://github.com/Nat-Sci/NWU-dissertation-template),:unlock:,20,3,:material-update: `2022-01-06`, 
384,**浙江大学**,*Zhejiang University*,[:simple-github: Wangqsooooo/<br>Latex_template](https://github.com/Wangqsooooo/Latex_template),:unlock:,20,3,:material-update: `2019-04-09`, 
385,**长沙理工大学**,*Changsha University of Technology*,[:simple-github: csust-latex-sig/<br>CSUSTBachelorThesis](https://github.com/csust-latex-sig/CSUSTBachelorThesis),:unlock:,20,3,:material-update: `2023-07-24`, 
386,**哈尔滨工业大学**,*Harbin Institute of Technology*,[:simple-github: HIT-UOI-SR/<br>hithesis-template](https://github.com/HIT-UOI-SR/hithesis-template),:unlock:,20,2,:material-update: `2021-06-17`,:material-license: `NOASSERTION`
387,**武汉大学**,*Wuhan University*,[:simple-github: iamywang/<br>whu-thesis-latex-template](https://github.com/iamywang/whu-thesis-latex-template),:unlock:,20,2,:material-update: `2025-02-18`,:material-license: `MIT`
388,**广东工业大学**,*Guangdong University of Technology*,[:simple-github: Gnomeek/<br>GDUT-UndergraduateThesis](https://github.com/Gnomeek/GDUT-UndergraduateThesis),:unlock:,20,1,:material-update: `2022-04-16`,:material-license: `LPPL-1.3c`
389,**中国科学院大学**,*University of Chinese Academy of Sciences*,[:simple-github: UCASthesis/<br>The-LaTeX-thesis-template-of-UCAS](https://github.com/UCASthesis/The-LaTeX-thesis-template-of-UCAS),:unlock:,19,13,:material-update: `2018-05-24`, 
390,**湘潭大学**,*Xiangtan University*,[:simple-github: MrDongdongLin/<br>xtuthesis](https://github.com/MrDongdongLin/xtuthesis),:unlock:,19,9,:material-update: `2018-07-17`, 
391,**台湾台北科技大学<br>（國立臺北科技大學）**,*National Taipei University of Technology*,[:simple-github: ntut-xuan/<br>NTUT-Thesis-Template](https://github.com/ntut-xuan/NTUT-Thesis-Template),:unlock:,19,9,:material-update: `2025-02-19`,:material-license: `MIT`
392,**南京理工大学**,*Nanjing University of Science and Technology*,[:simple-github: pasteller/<br>njusttt](https://github.com/pasteller/njusttt),:unlock:,19,4,:material-update: `2024-12-27`,:material-license: `MIT`
393,**浙江财经大学**,*Zhejiang University Of Finance & Economics*,[:simple-github: sqsssq/<br>ZUFE-Thesis](https://github.com/sqsssq/ZUFE-Thesis),:unlock:,19,4,:material-update: `2022-12-07`,:material-license: `MIT`
394,**中南大学**,*Central South University*,[:simple-github: BlurryLight/<br>CSU-Thesis-LaTeX-Template](https://github.com/BlurryLight/CSU-Thesis-LaTeX-Template),:card_box:,19,3,:material-update: `2021-05-11`, 
395,**西安电子科技大学**,*Xidian University*,[:simple-github: 103yiran/<br>XDUthesis_xelatex](https://github.com/103yiran/XDUthesis_xelatex),:unlock:,19,2,:material-update: `2017-06-13`,:material-license: `GPL-3.0`
396,**（德国）斯图加特大学**,*University of Stuttgart*<br>(Universität Stuttgart),[:simple-github: valentjn/<br>uni-stuttgart-phdthesis-template](https://github.com/valentjn/uni-stuttgart-phdthesis-template),:unlock:,19,2,:material-update: `2019-08-23`,:material-license: `CC-BY-SA-4.0`
397,**桂林电子科技大学**,*Guilin University of Electronic Science and Technology*,[:simple-github: wrm244/<br>GUEThesis](https://github.com/wrm244/GUEThesis),:unlock:,19,2,:material-update: `2024-05-23`,:material-license: `LPPL-1.3c`
398,**吉林大学**,*Jilin University*,[:simple-github: geekifan/<br>jluthesis](https://github.com/geekifan/jluthesis),:unlock:,19,1,:material-update: `2023-10-13`,:material-license: `MIT`
399,**香港科技大学<br>（香港科技大學）**,*Hong Kong University Of Science And Technology (HUST)*,[:simple-github: wenbinf/<br>hkust-mphil-thesis](https://github.com/wenbinf/hkust-mphil-thesis),:unlock:,18,59,:material-update: `2012-08-29`, 
400,**（俄罗斯）南方联邦大学**,*Southern Federal University (SFedU)*<br>(Южный федеральный университет (ЮФУ)),[:simple-github: mmcs-sfedu/<br>mmcs_sfedu_thesis](https://github.com/mmcs-sfedu/mmcs_sfedu_thesis),:unlock:,18,23,:material-update: `2019-06-03`, 
401,**大连理工大学**,*Dalian University of Technology*,[:simple-github: Khaos/<br>DLUTThesis](https://github.com/Khaos/DLUTThesis),:unlock:,18,11,:material-update: `2019-04-24`,:material-license: `Apache-2.0`
402,**（美国）密歇根大学**,*University of Michigan*,[:simple-github: pettni/<br>um-thesis](https://github.com/pettni/um-thesis),:unlock:,18,10,:material-update: `2022-05-28`, 
403,**（英国）纽卡斯尔大学**,*Newcastle University*,[:simple-github: AndreGuerra123/<br>NUTT](https://github.com/AndreGuerra123/NUTT),:unlock:,18,9,:material-update: `2019-01-16`,:material-license: `NOASSERTION`
404,**北京工业大学**,*Beijing University of Technology*,[:simple-github: fisherxt/<br>bjutthesis](https://github.com/fisherxt/bjutthesis),:unlock:,18,9,:material-update: `2024-03-31`,:material-license: `MIT`
405,**通用模板**,*Common Templates*,[:simple-github: phretor/<br>cs-phd-dissertation-latex-template](https://github.com/phretor/cs-phd-dissertation-latex-template),:unlock:,18,8,:material-update: `2012-05-14`,:material-license: `NOASSERTION`
